Inv Transaction,Supplier Name,Headserv Name,Stratdir Name,Account Description ,Redact Name,Paid Date,Sum of Inv Amount,,,,,,,,,,,,,,,,,,,,,,,,
5171549,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,10/09/14,"1,022.11 ",,,,,,,,,,,,,,,,,,,,,,,,
5171553,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,654.74 ,,,,,,,,,,,,,,,,,,,,,,,,
5171557,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,524.31 ,,,,,,,,,,,,,,,,,,,,,,,,
5171571,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,17/09/14,772.70 ,,,,,,,,,,,,,,,,,,,,,,,,
5171615,STM ENVIRONMENTAL LTD,Environmental Services,Places,Repairs & Maintenance Of Tools/Plant,,10/09/14,752.77 ,,,,,,,,,,,,,,,,,,,,,,,,
5171636,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,10/09/14,550.03 ,,,,,,,,,,,,,,,,,,,,,,,,
5171638,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,"1,697.55 ",,,,,,,,,,,,,,,,,,,,,,,,
5171640,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,"1,031.15 ",,,,,,,,,,,,,,,,,,,,,,,,
5171641,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,17/09/14,504.55 ,,,,,,,,,,,,,,,,,,,,,,,,
5171642,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,938.92 ,,,,,,,,,,,,,,,,,,,,,,,,
5171664,TAMESIDE CITIZENS ADVICE BUREAU,Exchequer,Director of Finance,Professional Services,,10/09/14,"3,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171677,THYSSENKRUPP ENCASA LTD,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,08/09/14,"4,093.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171678,GENERAL UTILITIES NORTHWEST LTD,Operations,Places,Professional Consultancy Services,,11/09/14,620.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5171684,THE MADDOCKS CONSULTANCY,Adult Services,"Community, Adult & Adults Early Intervention",Professional Consultancy Services,,01/09/14,"1,214.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5171687,RUPERT WOOD & SON,Multiple Heads of Service,Multiple Strategic Directorates,Claims Settled,,15/09/14,"1,484.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171689,CSC(UK) LTD,Technical,Places,Engineers Works,,01/09/14,987.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5171696,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Independent Sector Care Fees,,17/09/14,"67,669.36 ",,,,,,,,,,,,,,,,,,,,,,,,
5171706,KELTIC LTD,Technical,Places,Protective Clothing,,08/09/14,"1,546.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5171710,LORETO SIXTH FORM COLLEGE,Education Services,Childrens Services,Professional Services,,01/09/14,"36,526.41 ",,,,,,,,,,,,,,,,,,,,,,,,
5171724,WILLIAMS WOODWARD LTD,Resource Management,Director of Finance,Professional Consultancy Services,,15/09/14,"3,320.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171731,MUSE DEVELOPMENTS,Engineers Client,"Economic Growth, Investment and Sustainability",Highway Construction,,01/09/14,"57,621.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171732,MCI DIVENTI LTD,Audit & Risk Management,Director of Finance,Computer Hardware Maintenance Costs,,11/09/14,497.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5171732,MCI DIVENTI LTD,Audit & Risk Management,Director of Finance,Professional Consultancy Services,,11/09/14,294.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5171733,JULIE MURRAY-SHEPHARD,Public Health,Public Health,Professional Services,Business Payment,15/09/14,"3,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171737,PROLOG PRINT MEDIA LTD,Exchequer,Director of Finance,Printing And Stationery,,11/09/14,"1,248.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5171738,ROYAL MAIL GROUP PLC,Exchequer,Director of Finance,Postages,,01/09/14,"1,592.81 ",,,,,,,,,,,,,,,,,,,,,,,,
5171740,ANVIL MASTERS,Multiple Heads of Service,Multiple Strategic Directorates,Fencing Works,,18/09/14,791.10 ,,,,,,,,,,,,,,,,,,,,,,,,
5171774,NEW CHARTER BUILDING CO,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",General Materials,,11/09/14,"2,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171808,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,799.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5171810,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,639.60 ,,,,,,,,,,,,,,,,,,,,,,,,
5171811,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,"1,440.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171812,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,"3,960.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171822,RM WATER SERVICES,Environmental Services,Places,Professional Consultancy Services,,10/09/14,745.06 ,,,,,,,,,,,,,,,,,,,,,,,,
5171823,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,05/09/14,"3,623.90 ",,,,,,,,,,,,,,,,,,,,,,,,
5171827,VODAFONE,Resource Management,Director of Finance,Telephone Landline Costs,,01/09/14,785.79 ,,,,,,,,,,,,,,,,,,,,,,,,
5171829,ROYAL MAIL GROUP PLC,Exchequer,Director of Finance,Postages,,04/09/14,"2,005.06 ",,,,,,,,,,,,,,,,,,,,,,,,
5171832,AFTER ADOPTION,Children's Services,Childrens Services,Professional Child Services,,15/09/14,"1,250.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171843,ADVOCACY EXPERIENCE LTD,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,15/09/14,"7,518.62 ",,,,,,,,,,,,,,,,,,,,,,,,
5171844,IDOX SOFTWARE LIMITED,Environmental Services,Places,Computer Hardware Maintenance Costs,,04/09/14,"11,132.21 ",,,,,,,,,,,,,,,,,,,,,,,,
5171874,NWA SOCIAL & MARKET RESEARCH LIMITED,Policy & Scrutiny,Director of Governance,Research Fees,,15/09/14,"3,352.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171886,ARGOS BUSINESS SOLUTIONS,Children's Services,Childrens Services,Cash Grants,,11/09/14,"1,374.07 ",,,,,,,,,,,,,,,,,,,,,,,,
5171891,HARVEYS,Adult Services,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,684.17 ,,,,,,,,,,,,,,,,,,,,,,,,
5171892,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Age Concern Fees,,17/09/14,"28,726.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5171894,ST JOHN VIANNEY LOWER SCHOOL,Education Services,Childrens Services,Voluntary Organisations Fees,,10/09/14,"90,720.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171895,MELLAND HIGH SCHOOL,Education Services,Childrens Services,Other Local Authorities Fees,,08/09/14,"7,283.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171901,MANCHESTER CITY COUNCIL,Other Services,Director of Finance,Professional Services,,18/09/14,"16,850.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171948,CATHOLIC BLIND INSTITUTE,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,"8,814.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171949,CATHOLIC BLIND INSTITUTE,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,"8,814.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171950,ACORN CARE & EDUCATION LTD (SALES),Education Services,Childrens Services,Voluntary Organisations Fees,,10/09/14,"10,658.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171956,PENNINE CARE IN PATIENT SERVS PRIORY,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,875.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5171957,TURNING POINT SERVICES LTD,Adult Services,"Community, Adult & Adults Early Intervention",Independent Sector Care Fees,,17/09/14,"46,566.67 ",,,,,,,,,,,,,,,,,,,,,,,,
5171959,NETWORK CONNECT LTD,Digital Tameside,Places,It Equipment,,03/09/14,"1,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5171961,PENNINE CARE IN PATIENT SERVS PRIORY,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,700.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5172025,NEW BRIDGE HORIZONS,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,"2,101.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5172046,DWP,Multiple Heads of Service,Multiple Strategic Directorates,Claims Settled,,17/09/14,"1,241.49 ",,,,,,,,,,,,,,,,,,,,,,,,
5172049,CW CONSULTING (UK) LTD,Sustainable Growth,Places,Professional Services,,01/09/14,"11,013.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5172061,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"3,920.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172062,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"3,430.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172063,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"2,240.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172064,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"3,920.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172065,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"2,240.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172075,AGE UK TAMESIDE,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,03/09/14,"19,166.67 ",,,,,,,,,,,,,,,,,,,,,,,,
5172082,ZURICH INSURANCE PLC,Multiple Heads of Service,Multiple Strategic Directorates,Prem : Engineering Inspection,,03/09/14,"101,971.31 ",,,,,,,,,,,,,,,,,,,,,,,,
5172083,ZURICH INSURANCE PLC,Multiple Heads of Service,Multiple Strategic Directorates,Prem : Engineering Insurance,,03/09/14,"1,738.65 ",,,,,,,,,,,,,,,,,,,,,,,,
5172085,CYCLESCHEME LTD,Multiple Heads of Service,Multiple Strategic Directorates,Debits,,01/09/14,833.33 ,,,,,,,,,,,,,,,,,,,,,,,,
5172088,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"8,828.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5172089,HAMILTON PROPERTIES,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"1,536.79 ",,,,,,,,,,,,,,,,,,,,,,,,
5172090,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"9,984.18 ",,,,,,,,,,,,,,,,,,,,,,,,
5172092,WESLEY PROPERTIES (NORTHERN) LTD,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"1,336.48 ",,,,,,,,,,,,,,,,,,,,,,,,
5172096,STAMFORD PROPERTIES,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"2,490.47 ",,,,,,,,,,,,,,,,,,,,,,,,
5172100,CROFT INVESTMENTS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"1,975.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5172101,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"1,401.29 ",,,,,,,,,,,,,,,,,,,,,,,,
5172102,HUGH MASON PROPERTIES LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"2,153.35 ",,,,,,,,,,,,,,,,,,,,,,,,
5172103,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,17/09/14,513.77 ,,,,,,,,,,,,,,,,,,,,,,,,
5172104,NORTHERN PROPERTIES LTD,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"1,802.24 ",,,,,,,,,,,,,,,,,,,,,,,,
5172106,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,10/09/14,"10,690.03 ",,,,,,,,,,,,,,,,,,,,,,,,
5172107,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"8,310.37 ",,,,,,,,,,,,,,,,,,,,,,,,
5172109,HUGH MASON PROPERTIES LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"2,411.13 ",,,,,,,,,,,,,,,,,,,,,,,,
5172111,HUGH MASON PROPERTIES LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,01/09/14,"2,153.35 ",,,,,,,,,,,,,,,,,,,,,,,,
5172112,B A HODCROFT,Environmental Services,Places,Plaques,Business Payment,01/09/14,"1,113.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172115,APSE,Environmental Services,Places,Telephone Landline Costs,,24/09/14,900.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5172119,COMMERCIAL & CLINICAL SOLUTIONS LLP,Adult Services,"Community,Environmental,Adult and Health Services",General Expenditure,,01/09/14,"2,250.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172122,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"8,310.37 ",,,,,,,,,,,,,,,,,,,,,,,,
5172125,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"9,857.55 ",,,,,,,,,,,,,,,,,,,,,,,,
5172129,,Education Services,Childrens Services,Voluntary Organisations Fees,Redacted Supplier,08/09/14,"1,528.68 ",,,,,,,,,,,,,,,,,,,,,,,,
5172139,HMRC,Multiple Heads of Service,Multiple Strategic Directorates,Tax Paid Sub Contractors,,01/09/14,"2,155.87 ",,,,,,,,,,,,,,,,,,,,,,,,
5172145,HUBER CAR PARK SYSTEMS INTERNATIONAL GMBH,Housing,"Economic Growth, Investment and Sustainability",Engineers -External,,03/09/14,"200,936.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5172148,INSPIREDSPACES TAMESIDE LTD,Asset Management and Investment Partnership Management,"Economic Growth, Investment and Sustainability",Refurbish Accommodation Works,,17/09/14,"577,486.59 ",,,,,,,,,,,,,,,,,,,,,,,,
5172148,INSPIREDSPACES TAMESIDE LTD,Asset Mgmt & Investment Partnership Mgmt,Places,Professional Services,,17/09/14,"80,900.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172148,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Agency Staff,,17/09/14,"15,510.94 ",,,,,,,,,,,,,,,,,,,,,,,,
5172148,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Miscellaneous Expenses,,17/09/14,"378,861.70 ",,,,,,,,,,,,,,,,,,,,,,,,
5172156,TAMESIDE ARTS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Professional Services,,01/09/14,"1,193.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5172159,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,17/09/14,"1,161.25 ",,,,,,,,,,,,,,,,,,,,,,,,
5172166,NORTH WEST CONSTRUCTION,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,15/09/14,"6,701.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172176,CORONA ENERGY RETAIL 4 LIMITED,Tameside Investment Partnership,Places,Gas,,17/09/14,"1,379.83 ",,,,,,,,,,,,,,,,,,,,,,,,
5172186,POSITIVE STEPS OLDHAM,Strategy & Early Intervention,Childrens Services,Professional Services,,18/09/14,"38,219.18 ",,,,,,,,,,,,,,,,,,,,,,,,
5172193,ACORN CARE & EDUCATION LTD (SALES),Education Services,Childrens Services,Voluntary Organisations Fees,,10/09/14,"10,658.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172196,JPCS LIMITED,Engineers Client,"Economic Growth, Investment and Sustainability",Highway Construction,,25/09/14,"9,561.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5172197,PENNINE CARE IN PATIENT SERVS PRIORY,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,"2,100.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172206,HOMESTART TAMESIDE & OLDHAM,Public Health,Public Health,Professional Services,,18/09/14,"16,666.67 ",,,,,,,,,,,,,,,,,,,,,,,,
5172207,ACME AIR CONDITIONING,Asset Mgmt & Investment Partnership Mgmt,Places,Purchase Heavy Catering Equipment,,15/09/14,712.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5172208,THYSSENKRUPP ENCASA LTD,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,17/09/14,"1,925.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172218,AFTER ADOPTION,Children's Services,Childrens Services,"Activity (Materials, Trips)",,15/09/14,"15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172219,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,11/09/14,"3,808.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5172228,PRIME LIFE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Short Stay Fees,,15/09/14,"3,238.35 ",,,,,,,,,,,,,,,,,,,,,,,,
5172240,CORONA ENERGY RETAIL 4 LIMITED,Tameside Investment Partnership,Places,Gas,,17/09/14,891.13 ,,,,,,,,,,,,,,,,,,,,,,,,
5172243,M G DOMESTIC,Adult Services,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,514.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5172260,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,167.68 ",,,,,,,,,,,,,,,,,,,,,,,,
5172262,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,099.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5172267,CYCLESCHEME LTD,Multiple Heads of Service,Multiple Strategic Directorates,Debits,,01/09/14,832.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5172268,NHS TAMESIDE AND GLOSSOP CCG,Children's Services,Childrens Services,Adoption Fees - Placed for Adoption,,29/09/14,"1,584.91 ",,,,,,,,,,,,,,,,,,,,,,,,
5172274,SCC CONSULTANCY LIMITED,Education Services,Childrens Services,Professional Services,,04/09/14,"1,960.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172280,TAMESIDE SPORTS TRUST,Adult Services,"Community, Adult & Adults Early Intervention",Professional Services,,01/09/14,"3,480.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172289,CORONA ENERGY RETAIL 4 LIMITED,Tameside Investment Partnership,Places,Gas,,17/09/14,557.48 ,,,,,,,,,,,,,,,,,,,,,,,,
5172309,POSTAGE BY PHONE PITNEY BOWES LTD,Exchequer,Director of Finance,Postages,,01/09/14,"40,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172310,HALLSWORTH & CO LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Emergency Grant Payments,,01/09/14,900.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5172324,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,619.18 ",,,,,,,,,,,,,,,,,,,,,,,,
5172325,UNITED UTILITIES WATER PLC,Technical,Places,Water Rates,,01/09/14,804.46 ,,,,,,,,,,,,,,,,,,,,,,,,
5172337,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,"1,048.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5172342,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,258.32 ",,,,,,,,,,,,,,,,,,,,,,,,
5172350,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,111.32 ",,,,,,,,,,,,,,,,,,,,,,,,
5172351,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"2,139.15 ",,,,,,,,,,,,,,,,,,,,,,,,
5172352,,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Short Stay Fees,Redacted Supplier,01/09/14,588.84 ,,,,,,,,,,,,,,,,,,,,,,,,
5172356,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,099.09 ",,,,,,,,,,,,,,,,,,,,,,,,
5172358,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,736.79 ,,,,,,,,,,,,,,,,,,,,,,,,
5172361,RICOH UK,Education Services,Childrens Services,Printing And Stationery,,01/09/14,766.96 ,,,,,,,,,,,,,,,,,,,,,,,,
5172365,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,488.39 ",,,,,,,,,,,,,,,,,,,,,,,,
5172366,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,504.95 ",,,,,,,,,,,,,,,,,,,,,,,,
5172367,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,177.27 ",,,,,,,,,,,,,,,,,,,,,,,,
5172368,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,272.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5172370,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,17/09/14,"1,037.39 ",,,,,,,,,,,,,,,,,,,,,,,,
5172378,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,851.07 ,,,,,,,,,,,,,,,,,,,,,,,,
5172379,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,"1,020.10 ",,,,,,,,,,,,,,,,,,,,,,,,
5172380,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,851.07 ,,,,,,,,,,,,,,,,,,,,,,,,
5172381,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,850.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5172383,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,"1,054.26 ",,,,,,,,,,,,,,,,,,,,,,,,
5172384,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,"1,072.93 ",,,,,,,,,,,,,,,,,,,,,,,,
5172386,NPOWER LIMITED,Technical,Places,Electricity,,01/09/14,"1,020.10 ",,,,,,,,,,,,,,,,,,,,,,,,
5172389,CORONA ENERGY RETAIL 4 LIMITED,Tameside Investment Partnership,Places,Gas,,17/09/14,725.09 ,,,,,,,,,,,,,,,,,,,,,,,,
5172394,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,585.93 ,,,,,,,,,,,,,,,,,,,,,,,,
5172398,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,509.76 ,,,,,,,,,,,,,,,,,,,,,,,,
5172400,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,949.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5172402,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,549.83 ,,,,,,,,,,,,,,,,,,,,,,,,
5172404,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/09/14,839.24 ,,,,,,,,,,,,,,,,,,,,,,,,
5172406,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,11/09/14,"1,148.58 ",,,,,,,,,,,,,,,,,,,,,,,,
5172408,SHEILA CURRAN,Children's Services,Childrens Services,Inspection Fees,Business Payment,01/09/14,"1,991.04 ",,,,,,,,,,,,,,,,,,,,,,,,
5172432,,Adult Services,"Community, Adult & Adults Early Intervention",Day Care Fees,Redacted Supplier,01/09/14,678.16 ,,,,,,,,,,,,,,,,,,,,,,,,
5172439,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,03/09/14,"13,728.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5172445,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,03/09/14,"11,067.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172447,PENNINE CARE IN PATIENT SERVS PRIORY,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,"1,750.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172448,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,11/09/14,800.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5172452,REGENDA LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,15/09/14,"18,953.36 ",,,,,,,,,,,,,,,,,,,,,,,,
5172454,K P DODD CONSTRUCTION LTD,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,01/09/14,"4,212.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172455,PENNINE CARE IN PATIENT SERVS PRIORY,Education Services,Childrens Services,Voluntary Organisations Fees,,08/09/14,"2,625.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172458,ACORN CARE & EDUCATION LTD (SALES),Education Services,Childrens Services,Voluntary Organisations Fees,,10/09/14,"10,658.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5172459,ABLE CARE AND SUPPORT SERVICES LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,"2,045.15 ",,,,,,,,,,,,,,,,,,,,,,,,
5172462,CARE UK HOMECARE,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/09/14,"30,307.73 ",,,,,,,,,,,,,,,,,,,,,,,,
5172463,MRL HEALTHCARE LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,15/09/14,"13,255.77 ",,,,,,,,,,,,,,,,,,,,,,,,
5172464,CATHOLIC BLIND INSTITUTE,Children's Services,Childrens Services,Homecare Fees,,01/09/14,"1,232.00 ",,,,,,,,,,,,,,,,,,,,,,,,
