Inv Transaction,Supplier Name,Headserv Name,Stratdir Name,Account Description,Redact Name,Paid Date,Sum of Inv Amount,,,,,,,,,,,,,,,,,,,,,,,,
5163347,MACK 4 LIMITED,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,01/07/14,"4,080.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163353,ADCS LTD,Children's Services,Childrens Services,Conference/Seminar Expenses For Staff,,30/07/14,255.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5163353,ADCS LTD,Strategy & Early Intervention,Childrens Services,Conference/Seminar Expenses For Staff,,30/07/14,255.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5163365,MACK 4 LIMITED,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,01/07/14,"3,664.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163412,EQUIFAX LTD,Audit & Risk Management,Director of Finance,Professional Services,,01/07/14,"3,031.56 ",,,,,,,,,,,,,,,,,,,,,,,,
5163455,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,01/07/14,632.81 ,,,,,,,,,,,,,,,,,,,,,,,,
5163509,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,03/07/14,"1,171.55 ",,,,,,,,,,,,,,,,,,,,,,,,
5163514,ASHTON SIXTH FORM COLLEGE,Education Services,Childrens Services,Professional Services,,09/07/14,"6,230.64 ",,,,,,,,,,,,,,,,,,,,,,,,
5163546,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,03/07/14,779.54 ,,,,,,,,,,,,,,,,,,,,,,,,
5163548,AUDITWARE SYSTEMS LIMTED,Audit & Risk Management,Director of Finance,Computer Software Maintenance Costs,,03/07/14,"1,540.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163562,AGGREGATE INDUSTRIES UK LIMITED,Technical,Places,HRA Repairs Engineers Recharge,,09/07/14,"14,193.67 ",,,,,,,,,,,,,,,,,,,,,,,,
5163569,MIDLAND SOFTWARE LTD,People & Performance,Director of Governance,Professional Services,,14/07/14,879.04 ,,,,,,,,,,,,,,,,,,,,,,,,
5163571,EON ENERGY,Technical,Places,Electricity,,10/07/14,"2,798.25 ",,,,,,,,,,,,,,,,,,,,,,,,
5163574,HEALTH MANAGEMENT (UK) LTD,People & Performance,Director of Governance,Professional Consultancy Services,,16/07/14,"12,092.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5163581,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,14/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5163668,NORTHENDEN TRAVEL LTD,Children's Services,Childrens Services,Staff Travel Costs,,24/07/14,667.95 ,,,,,,,,,,,,,,,,,,,,,,,,
5163674,ANVIL MASTERS,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",General Materials,,07/07/14,795.65 ,,,,,,,,,,,,,,,,,,,,,,,,
5163678,ELECTRICITY NORTH WEST LTD,Technical,Places,Sub-contractor Services,,03/07/14,609.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5163682,ASONE DESIGN LIMITED,Sustainable Growth,Places,Professional Services,,09/07/14,"1,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163683,ELECTRICITY NORTH WEST LTD,Technical,Places,Street Lighting,,07/07/14,739.98 ,,,,,,,,,,,,,,,,,,,,,,,,
5163685,STOCKPORT NHS FOUNDATION TRUST,Public Health,Public Health,Professional Services,,02/07/14,"327,582.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163720,UNITED UTILITIES WATER PLC,Education Services,Childrens Services,Metered Water Costs,,02/07/14,"2,027.15 ",,,,,,,,,,,,,,,,,,,,,,,,
5163758,CARILLION SERVICES LIMITED,Education Services,Childrens Services,Refreshments,,01/07/14,574.70 ,,,,,,,,,,,,,,,,,,,,,,,,
5163762,ULVERSCROFT LARGE PRINT  BOOKS LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Purchase Books,,01/07/14,984.36 ,,,,,,,,,,,,,,,,,,,,,,,,
5163797,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,03/07/14,"10,692.86 ",,,,,,,,,,,,,,,,,,,,,,,,
5163853,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,800.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5163871,THE FAMILY UNIT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/07/14,"3,416.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163872,THE FAMILY UNIT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,07/07/14,"3,600.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163883,J HOPKINS CONTRACTORS  LTD,Engineers Client,"Economic Growth, Investment and Sustainability",Road Marking Works,,10/07/14,"9,886.24 ",,,,,,,,,,,,,,,,,,,,,,,,
5163884,J HOPKINS CONTRACTORS  LTD,Engineers Client,"Economic Growth, Investment and Sustainability",Road Marking Works,,10/07/14,"178,631.43 ",,,,,,,,,,,,,,,,,,,,,,,,
5163884,J HOPKINS CONTRACTORS  LTD,Technical,Places,Anti-skid Surface Repairs,,10/07/14,"67,213.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163900,MERIDIAN (BRIGHTON LIMITED),Tameside Investment Partnership,Places,Building & Contents Insurance,,02/07/14,"2,723.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5163937,BT PLC,Asset Mgmt & Investment Partnership Mgmt,Places,Telephone Landline Costs,,02/07/14,"2,040.18 ",,,,,,,,,,,,,,,,,,,,,,,,
5163938,BT PLC,Asset Mgmt & Investment Partnership Mgmt,Places,Telephone Landline Costs,,16/07/14,"1,963.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5163939,BT PLC,Asset Mgmt & Investment Partnership Mgmt,Places,Telephone Landline Costs,,02/07/14,"1,963.23 ",,,,,,,,,,,,,,,,,,,,,,,,
5163953,BT PLC,Asset Mgmt & Investment Partnership Mgmt,Places,Telephone Landline Costs,,02/07/14,"1,621.88 ",,,,,,,,,,,,,,,,,,,,,,,,
5163956,BT PLC,Asset Mgmt & Investment Partnership Mgmt,Places,Telephone Landline Costs,,02/07/14,"1,118.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163962,GVA GRIMLEY LTD,Asset Mgmt & Investment Partnership Mgmt,Places,Business Rates,,02/07/14,"34,984.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163973,INSPIREDSPACES TAMESIDE LTD,Asset Management and Investment Partnership Management,"Economic Growth, Investment and Sustainability",Adaptations To Buildings,,02/07/14,"7,919.83 ",,,,,,,,,,,,,,,,,,,,,,,,
5163973,INSPIREDSPACES TAMESIDE LTD,Asset Management and Investment Partnership Management,"Economic Growth, Investment and Sustainability",Telecom,,02/07/14,"13,863.12 ",,,,,,,,,,,,,,,,,,,,,,,,
5163973,INSPIREDSPACES TAMESIDE LTD,Asset Mgmt & Investment Partnership Mgmt,Places,Professional Services,,02/07/14,"80,900.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5163973,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Hire Of Rooms,,02/07/14,"-20,319.70 ",,,,,,,,,,,,,,,,,,,,,,,,
5163973,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Miscellaneous Expenses,,02/07/14,"459,283.75 ",,,,,,,,,,,,,,,,,,,,,,,,
5163981,INSPIREDSPACES TAMESIDE LTD,Asset Management and Investment Partnership Management,"Economic Growth, Investment and Sustainability",Telecom,,02/07/14,"8,803.48 ",,,,,,,,,,,,,,,,,,,,,,,,
5163981,INSPIREDSPACES TAMESIDE LTD,Cultural and Customer Services,"Community,Environmental,Adult and Health Services",New Accommodation Works,,02/07/14,"9,685.81 ",,,,,,,,,,,,,,,,,,,,,,,,
5163981,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Agency Staff,,02/07/14,"11,713.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5163981,INSPIREDSPACES TAMESIDE LTD,(blank),(blank),Demolition Works,,02/07/14,"142,755.16 ",,,,,,,,,,,,,,,,,,,,,,,,
5163985,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,People & Performance,Director of Governance,Professional Consultancy Services,,14/07/14,"3,612.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164004,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"2,468.74 ",,,,,,,,,,,,,,,,,,,,,,,,
5164012,SOUTHERN ELECTRIC GAS,Tameside Investment Partnership,Places,Electricity,,01/07/14,540.83 ,,,,,,,,,,,,,,,,,,,,,,,,
5164019,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"6,993.48 ",,,,,,,,,,,,,,,,,,,,,,,,
5164025,UNITED UTILITIES WATER PLC,Tameside Investment Partnership,Places,Metered Water Costs,,02/07/14,"1,152.51 ",,,,,,,,,,,,,,,,,,,,,,,,
5164026,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,625.57 ",,,,,,,,,,,,,,,,,,,,,,,,
5164028,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,426.21 ",,,,,,,,,,,,,,,,,,,,,,,,
5164029,ELECTRICITY NORTH WEST LTD,Technical,Places,Reactive Works Engineers Recharge,,07/07/14,609.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5164034,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,034.12 ",,,,,,,,,,,,,,,,,,,,,,,,
5164036,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"2,023.80 ",,,,,,,,,,,,,,,,,,,,,,,,
5164038,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,589.20 ,,,,,,,,,,,,,,,,,,,,,,,,
5164040,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,567.64 ",,,,,,,,,,,,,,,,,,,,,,,,
5164041,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,613.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5164042,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,880.61 ,,,,,,,,,,,,,,,,,,,,,,,,
5164044,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,715.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5164045,CIVICA UK LTD,Exchequer,Director of Finance,Subscriptions,,03/07/14,"10,933.43 ",,,,,,,,,,,,,,,,,,,,,,,,
5164046,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,738.57 ,,,,,,,,,,,,,,,,,,,,,,,,
5164047,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,014.25 ",,,,,,,,,,,,,,,,,,,,,,,,
5164048,UNITED UTILITIES WATER PLC,Tameside Investment Partnership,Places,Metered Water Costs,,02/07/14,586.85 ,,,,,,,,,,,,,,,,,,,,,,,,
5164049,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,979.14 ,,,,,,,,,,,,,,,,,,,,,,,,
5164057,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"2,488.54 ",,,,,,,,,,,,,,,,,,,,,,,,
5164058,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"21,443.45 ",,,,,,,,,,,,,,,,,,,,,,,,
5164060,NPOWER LIMITED,Education Services,Childrens Services,Electricity,,02/07/14,"1,489.43 ",,,,,,,,,,,,,,,,,,,,,,,,
5164061,UNITED UTILITIES WATER PLC,Tameside Investment Partnership,Places,Metered Water Costs,,02/07/14,"1,539.80 ",,,,,,,,,,,,,,,,,,,,,,,,
5164063,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,"1,857.77 ",,,,,,,,,,,,,,,,,,,,,,,,
5164065,NPOWER LIMITED,Tameside Investment Partnership,Places,Electricity,,02/07/14,842.49 ,,,,,,,,,,,,,,,,,,,,,,,,
5164101,GREENSCAPE,Operations,Places,General Materials,,09/07/14,"1,805.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164105,PG FABRICATIONS,Operations,Places,General Materials,,09/07/14,990.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164113,ELECTRICITY NORTH WEST LTD,Technical,Places,Street Lighting,,03/07/14,609.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5164119,ELECTRICITY NORTH WEST LTD,Technical,Places,Sub-contractor Services,,09/07/14,609.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5164128,POSITIVE STEPS OLDHAM,Strategy & Early Intervention,Childrens Services,Professional Services,,16/07/14,"36,986.30 ",,,,,,,,,,,,,,,,,,,,,,,,
5164157,P HODGSON MARLORE LTD,Sustainable Growth,Places,Planning Fee Income,,21/07/14,575.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164168,TAMESIDE ARTS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Professional Services,,01/07/14,"1,040.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5164172,ELECTRICITY NORTH WEST LTD,Technical,Places,Sub-contractor Services,,07/07/14,609.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5164174,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,10/07/14,"8,142.90 ",,,,,,,,,,,,,,,,,,,,,,,,
5164183,CALLROUND LIMITED,Education Services,Childrens Services,Professional Services,,10/07/14,"1,800.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164201,CITY LIFT SERVICES (NW) LTD,Adult Services,"Community, Adult & Adults Early Intervention",General Equipment Repair & Maintenance,,21/07/14,"2,630.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164210,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,"2,384.97 ",,,,,,,,,,,,,,,,,,,,,,,,
5164222,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,03/07/14,584.20 ,,,,,,,,,,,,,,,,,,,,,,,,
5164238,NORTH WEST EMPLOYERS,People & Performance,Director of Governance,Training Course Costs,,10/07/14,"4,050.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164249,CONCEPT CARPETS,Adult Services,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,07/07/14,"1,700.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164262,THE FURNISHING SERVICE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,03/07/14,"1,159.07 ",,,,,,,,,,,,,,,,,,,,,,,,
5164267,WOODBROOK STONE SALES LTD,Operations,Places,General Materials,,03/07/14,"1,757.73 ",,,,,,,,,,,,,,,,,,,,,,,,
5164272,MRL HEALTHCARE LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/07/14,"13,759.73 ",,,,,,,,,,,,,,,,,,,,,,,,
5164274,COMMUNITY LED INITIATIVES CIC,Public Health,Public Health,Professional Services,,07/07/14,"12,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164279,NORTHENDEN TRAVEL LTD,Children's Services,Childrens Services,Staff Travel Costs,,09/07/14,634.44 ,,,,,,,,,,,,,,,,,,,,,,,,
5164292,M6 THEATRE COMPANY LIMITED,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,10/07/14,540.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164296,REMPLOY LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Agency Staff,,10/07/14,580.52 ,,,,,,,,,,,,,,,,,,,,,,,,
5164348,AGE UK TAMESIDE,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Age Concern Fees,,10/07/14,"13,980.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164350,AGE UK TAMESIDE,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,10/07/14,"20,790.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164358,MOSSLEY TOWN TEAM,You Choose,Director of Governance,Grants to Organisations,Business Payment,30/07/14,"1,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164379,WILDE CONSULTING ENGINEERS,Engineers Client,"Economic Growth, Investment and Sustainability",Engineers -External,,16/07/14,"7,944.07 ",,,,,,,,,,,,,,,,,,,,,,,,
5164380,TAMESIDE COLLEGE,Education Services,Childrens Services,Professional Services,,01/07/14,"298,862.81 ",,,,,,,,,,,,,,,,,,,,,,,,
5164382,AGE UK TAMESIDE,Adult Services,"Community, Adult & Adults Early Intervention",Age Concern Fees,,09/07/14,"34,419.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5164383,NETWORK CONNECT LTD,Digital Tameside,Places,It Equipment,,30/07/14,"3,681.84 ",,,,,,,,,,,,,,,,,,,,,,,,
5164384,WILDE CONSULTING ENGINEERS,Engineers Client,"Economic Growth, Investment and Sustainability",Engineers -External,,16/07/14,"12,797.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5164384,WILDE CONSULTING ENGINEERS,Engineers Client,"Economic Growth, Investment and Sustainability",Street Lighting Works,,16/07/14,255.48 ,,,,,,,,,,,,,,,,,,,,,,,,
5164387,AGE UK TAMESIDE,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,30/07/14,"24,250.02 ",,,,,,,,,,,,,,,,,,,,,,,,
5164388,AGE UK TAMESIDE,Public Health,Public Health,Professional Services,,01/07/14,"13,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164398,J P KELSEY PLUMBING & HEATING LTD,Housing,"Economic Growth, Investment and Sustainability",Improvement Grants - Final Mandatory,,03/07/14,"4,115.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164409,THORNEYCROFT SOLICITORS,Multiple Heads of Service,Multiple Strategic Directorates,Claims Settled,,17/07/14,"10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164412,SANCTUARY HOUSING  ASSOCIATION,Tameside Investment Partnership,Places,Non-Authority Accommodation Rental,,02/07/14,"2,902.07 ",,,,,,,,,,,,,,,,,,,,,,,,
5164415,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Independent Sector Care Fees,,09/07/14,"67,669.36 ",,,,,,,,,,,,,,,,,,,,,,,,
5164418,OCR,Sustainable Growth,Places,Examination Fees,,10/07/14,643.20 ,,,,,,,,,,,,,,,,,,,,,,,,
5164428,CGIS WEST POINT LTD,Other Services,Director of Finance,Non-Authority Accommodation Rental,,01/07/14,"8,130.08 ",,,,,,,,,,,,,,,,,,,,,,,,
5164435,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"12,764.47 ",,,,,,,,,,,,,,,,,,,,,,,,
5164436,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"15,293.43 ",,,,,,,,,,,,,,,,,,,,,,,,
5164438,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"15,240.17 ",,,,,,,,,,,,,,,,,,,,,,,,
5164439,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"16,328.58 ",,,,,,,,,,,,,,,,,,,,,,,,
5164440,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"15,974.01 ",,,,,,,,,,,,,,,,,,,,,,,,
5164441,HOUSING AND CARE 21,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,09/07/14,"15,021.45 ",,,,,,,,,,,,,,,,,,,,,,,,
5164448,,Children's Services,Childrens Services,Homecare Fees,Redacted Supplier,03/07/14,925.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164451,PG FABRICATIONS,Housing,"Economic Growth, Investment and Sustainability",Engineers -External,,02/07/14,"1,656.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164474,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,14/07/14,"17,050.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164481,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,14/07/14,"13,451.83 ",,,,,,,,,,,,,,,,,,,,,,,,
5164497,MANCHESTER COMMUNITY TRANSPORT LIMITED,Education Services,Childrens Services,Hired Transport,,01/07/14,"11,360.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164528,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Pupils,,01/07/14,952.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164532,GREENSCAPE,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",General Materials,,07/07/14,"2,812.80 ",,,,,,,,,,,,,,,,,,,,,,,,
5164554,JULIE CARTER,Adult Services,"Community, Adult & Adults Early Intervention",Professional Interpreter Services,Business Payment,01/07/14,"1,163.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164557,SANCTUARY HOUSING  ASSOCIATION,Tameside Investment Partnership,Places,Gas,,03/07/14,"38,653.96 ",,,,,,,,,,,,,,,,,,,,,,,,
5164558,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,"2,543.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5164559,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,"4,380.30 ",,,,,,,,,,,,,,,,,,,,,,,,
5164560,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,"4,380.30 ",,,,,,,,,,,,,,,,,,,,,,,,
5164563,FORBES SOLICITORS,Multiple Heads of Service,Multiple Strategic Directorates,Allocation Of Income,,16/07/14,"-15,596.38 ",,,,,,,,,,,,,,,,,,,,,,,,
5164563,FORBES SOLICITORS,Multiple Heads of Service,Multiple Strategic Directorates,Payment On Account,,16/07/14,"16,215.48 ",,,,,,,,,,,,,,,,,,,,,,,,
5164569,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,01/07/14,"2,825.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164574,CBS (NORTH WEST) LTD,Operations,Places,General Materials,,24/07/14,769.10 ,,,,,,,,,,,,,,,,,,,,,,,,
5164575,PAYPARTNERS LTD (MONTHLY),Adult Services,"Community, Adult & Adults Early Intervention",Sub-contractor Services,,01/07/14,"5,474.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164581,GREENSCAPE,Operations,Places,General Materials,,03/07/14,720.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164583,TOPMARK CLAIMS MANAGEMENT LTD,Other Services,Director of Finance,Miscellaneous Insurance,,14/07/14,"15,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164587,GREENSCAPE,Operations,Places,Agency Staff,,03/07/14,"1,167.41 ",,,,,,,,,,,,,,,,,,,,,,,,
5164594,STALYBRIDGE OLD BAND,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,03/07/14,600.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164595,MOSSLEY BRASS BAND,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,03/07/14,750.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164596,ASHTON UNDER LYNE BRASS BAND,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,03/07/14,750.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164598,ROTHWELL TEMPERANCE BAND,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,03/07/14,"1,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164600,FODEN'S BAND,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,03/07/14,"2,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164604,M NELSON & SON,Operations,Places,Engineers Works,,09/07/14,900.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164605,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,01/07/14,831.48 ,,,,,,,,,,,,,,,,,,,,,,,,
5164607,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,07/07/14,"1,344.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164609,KIELEY BROS LTD,Engineers Client,"Economic Growth, Investment and Sustainability",Road Marking Works,,17/07/14,"43,618.58 ",,,,,,,,,,,,,,,,,,,,,,,,
5164609,KIELEY BROS LTD,(blank),(blank),Road Marking Works,,17/07/14,"275,380.38 ",,,,,,,,,,,,,,,,,,,,,,,,
5164619,THE PENNINE ACUTE HOSPITALS NHS TRUST,Public Health,Public Health,Professional Services,,30/07/14,"2,265.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164622,THE GUINNESS PARTNERSHIP LTD,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,02/07/14,"1,172.45 ",,,,,,,,,,,,,,,,,,,,,,,,
5164623,THE GUINNESS PARTNERSHIP LTD,Adult Services,"Community, Adult & Adults Early Intervention",Non-Authority Accommodation Rental,,02/07/14,"3,903.20 ",,,,,,,,,,,,,,,,,,,,,,,,
5164642,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,"3,960.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164649,PAYPARTNERS LTD (MONTHLY),Adult Services,"Community, Adult & Adults Early Intervention",Sub-contractor Services,,01/07/14,"1,001.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164662,PULSE,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,10/07/14,"1,830.24 ",,,,,,,,,,,,,,,,,,,,,,,,
5164663,OLDHAM COLLEGE,Education Services,Childrens Services,Professional Services,,01/07/14,"6,743.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5164665,CLOVERLEAF ADVOCACY 2000 LTD,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,02/07/14,"12,408.30 ",,,,,,,,,,,,,,,,,,,,,,,,
5164673,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164675,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,550.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164676,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,575.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164678,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164680,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164682,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5164685,RANDSTAD EDUCATION LIMITED,Education Services,Childrens Services,APT&C Basic Pay,,01/07/14,995.00 ,,,,,,,,,,,,,,,,,,,,,,,,
